"행정구역별","품목별","항목","단위","2013 년",
"전  국","식품용 종이제품(용기 및 상자 제외)","사업체수[개]","개","53",
"전  국","식품용 종이제품(용기 및 상자 제외)","생산액[백만원]","백만원","240814",
"전  국","식품용 종이제품(용기 및 상자 제외)","출하금액[백만원]","백만원","240324",
"전  국","식품용 종이제품(용기 및 상자 제외)","완제품 연말재고액[백만원]","백만원","9357",
"전  국","기타 종이 및 판지제품","사업체수[개]","개","14",
"전  국","기타 종이 및 판지제품","생산액[백만원]","백만원","47004",
"전  국","기타 종이 및 판지제품","출하금액[백만원]","백만원","46768",
"전  국","기타 종이 및 판지제품","완제품 연말재고액[백만원]","백만원","1850",
"전  국","인쇄 및 기록매체 복제업","사업체수[개]","개","102",
"전  국","인쇄 및 기록매체 복제업","생산액[백만원]","백만원","398052",
"전  국","인쇄 및 기록매체 복제업","출하금액[백만원]","백만원","397428",
"전  국","인쇄 및 기록매체 복제업","완제품 연말재고액[백만원]","백만원","10099",
"전  국","인쇄판","사업체수[개]","개","84",
"전  국","인쇄판","생산액[백만원]","백만원","336289",
"전  국","인쇄판","출하금액[백만원]","백만원","335400",
"전  국","인쇄판","완제품 연말재고액[백만원]","백만원","8857",
"전  국","오디오 복제물(테이프)","사업체수[개]","개","2",
"전  국","오디오 복제물(테이프)","생산액[백만원]","백만원","...",
"전  국","오디오 복제물(테이프)","출하금액[백만원]","백만원","...",
"전  국","오디오 복제물(테이프)","완제품 연말재고액[백만원]","백만원","...",
"전  국","오디오 복제물(CD)","사업체수[개]","개","9",
"전  국","오디오 복제물(CD)","생산액[백만원]","백만원","44762",
"전  국","오디오 복제물(CD)","출하금액[백만원]","백만원","44911",
"전  국","오디오 복제물(CD)","완제품 연말재고액[백만원]","백만원","1016",
"전  국","비디오 복제물(테이프)","사업체수[개]","개","2",
"전  국","비디오 복제물(테이프)","생산액[백만원]","백만원","...",
"전  국","비디오 복제물(테이프)","출하금액[백만원]","백만원","...",
"전  국","비디오 복제물(테이프)","완제품 연말재고액[백만원]","백만원","...",
"전  국","비디오 복제물(CD)","사업체수[개]","개","3",
"전  국","비디오 복제물(CD)","생산액[백만원]","백만원","1429",
"전  국","비디오 복제물(CD)","출하금액[백만원]","백만원","1444",
"전  국","비디오 복제물(CD)","완제품 연말재고액[백만원]","백만원","192",
"전  국","기타 기록매체 복제물","사업체수[개]","개","2",
"전  국","기타 기록매체 복제물","생산액[백만원]","백만원","...",
"전  국","기타 기록매체 복제물","출하금액[백만원]","백만원","...",
"전  국","기타 기록매체 복제물","완제품 연말재고액[백만원]","백만원","...",
"전  국","코크스, 연탄 및 석유정제품 제조업","사업체수[개]","개","222",
"전  국","코크스, 연탄 및 석유정제품 제조업","생산액[백만원]","백만원","136144562",
"전  국","코크스, 연탄 및 석유정제품 제조업","출하금액[백만원]","백만원","136229122",
"전  국","코크스, 연탄 및 석유정제품 제조업","완제품 연말재고액[백만원]","백만원","3486630",
"전  국","석탄코크스","사업체수[개]","개","6",
"전  국","석탄코크스","생산액[백만원]","백만원","58364",
"전  국","석탄코크스","출하금액[백만원]","백만원","58070",
"전  국","석탄코크스","완제품 연말재고액[백만원]","백만원","2404",
"전  국","콜타르(조상의 것)","사업체수[개]","개","5",
"전  국","콜타르(조상의 것)","생산액[백만원]","백만원","393715",
"전  국","콜타르(조상의 것)","출하금액[백만원]","백만원","390919",
"전  국","콜타르(조상의 것)","완제품 연말재고액[백만원]","백만원","6194",
"전  국","연탄","사업체수[개]","개","33",
"전  국","연탄","생산액[백만원]","백만원","187748",
"전  국","연탄","출하금액[백만원]","백만원","187795",
"전  국","연탄","완제품 연말재고액[백만원]","백만원","1",
"전  국","휘발유","사업체수[개]","개","5",
"전  국","휘발유","생산액[백만원]","백만원","18774773",
"전  국","휘발유","출하금액[백만원]","백만원","18782849",
"전  국","휘발유","완제품 연말재고액[백만원]","백만원","321095",
"전  국","제트유","사업체수[개]","개","6",
"전  국","제트유","생산액[백만원]","백만원","17598845",
"전  국","제트유","출하금액[백만원]","백만원","17525811",
"전  국","제트유","완제품 연말재고액[백만원]","백만원","449703",
"전  국","등유","사업체수[개]","개","6",
"전  국","등유","생산액[백만원]","백만원","5967745",
"전  국","등유","출하금액[백만원]","백만원","5941698",
"전  국","등유","완제품 연말재고액[백만원]","백만원","185195",
"전  국","경유","사업체수[개]","개","5",
"전  국","경유","생산액[백만원]","백만원","44072786",
"전  국","경유","출하금액[백만원]","백만원","44242971",
"전  국","경유","완제품 연말재고액[백만원]","백만원","839529",
"전  국","경질중유(벙커A유)","사업체수[개]","개","1",
"전  국","경질중유(벙커A유)","생산액[백만원]","백만원","...",
"전  국","경질중유(벙커A유)","출하금액[백만원]","백만원","...",
"전  국","경질중유(벙커A유)","완제품 연말재고액[백만원]","백만원","...",
"전  국","중유(벙커B유)","사업체수[개]","개","5",
"전  국","중유(벙커B유)","생산액[백만원]","백만원","179814",
"전  국","중유(벙커B유)","출하금액[백만원]","백만원","179649",
"전  국","중유(벙커B유)","완제품 연말재고액[백만원]","백만원","14297",
"전  국","벙커C유","사업체수[개]","개","5",
"전  국","벙커C유","생산액[백만원]","백만원","11866066",
"전  국","벙커C유","출하금액[백만원]","백만원","11887955",
"전  국","벙커C유","완제품 연말재고액[백만원]","백만원","479116",
"전  국","나프타","사업체수[개]","개","5",
"전  국","나프타","생산액[백만원]","백만원","21004875",
"전  국","나프타","출하금액[백만원]","백만원","21012866",
"전  국","나프타","완제품 연말재고액[백만원]","백만원","298559",
"전  국","솔벤트","사업체수[개]","개","10",
"전  국","솔벤트","생산액[백만원]","백만원","1051558",
"전  국","솔벤트","출하금액[백만원]","백만원","1054258",
"전  국","솔벤트","완제품 연말재고액[백만원]","백만원","61581",
"전  국","윤활기유","사업체수[개]","개","3",
"전  국","윤활기유","생산액[백만원]","백만원","4598406",
"전  국","윤활기유","출하금액[백만원]","백만원","4579785",
"전  국","윤활기유","완제품 연말재고액[백만원]","백만원","477288",
"전  국","프로판가스","사업체수[개]","개","10",
"전  국","프로판가스","생산액[백만원]","백만원","1087072",
"전  국","프로판가스","출하금액[백만원]","백만원","1079346",
"전  국","프로판가스","완제품 연말재고액[백만원]","백만원","16105",
"전  국","부탄가스","사업체수[개]","개","8",
"전  국","부탄가스","생산액[백만원]","백만원","2725235",
"전  국","부탄가스","출하금액[백만원]","백만원","2720391",
"전  국","부탄가스","완제품 연말재고액[백만원]","백만원","64593",
"전  국","석유가스","사업체수[개]","개","1",
"전  국","석유가스","생산액[백만원]","백만원","...",
"전  국","석유가스","출하금액[백만원]","백만원","...",
"전  국","석유가스","완제품 연말재고액[백만원]","백만원","...",
"전  국","윤활유(석유기저)","사업체수[개]","개","40",
"전  국","윤활유(석유기저)","생산액[백만원]","백만원","2611374",
"전  국","윤활유(석유기저)","출하금액[백만원]","백만원","2605250",
"전  국","윤활유(석유기저)","완제품 연말재고액[백만원]","백만원","104060",
"전  국","그리스(석유기저)","사업체수[개]","개","9",
"전  국","그리스(석유기저)","생산액[백만원]","백만원","109085",
"전  국","그리스(석유기저)","출하금액[백만원]","백만원","107750",
"전  국","그리스(석유기저)","완제품 연말재고액[백만원]","백만원","12196",
"전  국","재생 윤활유 및 그리스","사업체수[개]","개","11",
"전  국","재생 윤활유 및 그리스","생산액[백만원]","백만원","184011",
"전  국","재생 윤활유 및 그리스","출하금액[백만원]","백만원","185873",
"전  국","재생 윤활유 및 그리스","완제품 연말재고액[백만원]","백만원","8024",
"전  국","파라핀","사업체수[개]","개","4",
"전  국","파라핀","생산액[백만원]","백만원","235405",
"전  국","파라핀","출하금액[백만원]","백만원","220282",
"전  국","파라핀","완제품 연말재고액[백만원]","백만원","26747",
"전  국","아스팔트","사업체수[개]","개","8",
"전  국","아스팔트","생산액[백만원]","백만원","2904868",
"전  국","아스팔트","출하금액[백만원]","백만원","2934064",
"전  국","아스팔트","완제품 연말재고액[백만원]","백만원","78165",
"전  국","재생유","사업체수[개]","개","34",
"전  국","재생유","생산액[백만원]","백만원","403546",
"전  국","재생유","출하금액[백만원]","백만원","405226",
"전  국","재생유","완제품 연말재고액[백만원]","백만원","11265",
